Date,"PM,(µg/m3)"
6/15/16 4:19,1.7030029
6/15/16 4:24,1.6039963
6/15/16 4:29,1.6039963
6/15/16 4:34,1.6039963
6/15/16 4:39,1.6039963
6/15/16 4:44,1.6039963
6/15/16 4:48,1.6039963
6/15/16 4:53,1.6039963
6/15/16 4:58,1.6039963
6/15/16 5:03,1.6039963
6/15/16 5:08,1.6039963
6/15/16 5:13,1.5049973
6/15/16 5:18,1.7030029
6/15/16 5:22,1.7030029
6/15/16 5:27,1.6039963
6/15/16 5:32,1.7030029
6/15/16 5:37,1.7030029
6/15/16 5:42,1.5049973
6/15/16 5:47,1.7030029
6/15/16 5:52,1.6039963
6/15/16 5:56,1.6039963
6/15/16 6:01,1.7030029
6/15/16 6:06,1.6039963
6/15/16 6:11,1.7030029
6/15/16 6:16,1.6039963
6/15/16 6:21,1.7030029
6/15/16 6:25,1.6039963
6/15/16 6:30,1.7030029
6/15/16 6:35,1.7030029
6/15/16 6:40,1.5049973
6/15/16 6:45,1.6039963
6/15/16 6:50,1.7030029
6/15/16 6:55,1.6039963
6/15/16 6:59,1.6039963
6/15/16 7:04,1.7030029
6/15/16 7:09,1.7030029
6/15/16 7:14,1.7030029
6/15/16 7:19,1.7030029
6/15/16 7:24,1.7030029
6/15/16 7:29,1.7030029
6/15/16 7:33,1.7030029
6/15/16 7:38,1.7030029
6/15/16 7:43,1.7030029
6/15/16 7:48,1.6039963
6/15/16 7:53,1.6039963
6/15/16 7:58,1.6039963
6/15/16 8:03,1.6039963
6/15/16 8:07,1.7030029
6/15/16 8:12,1.6039963
6/15/16 8:17,1.5049973
6/15/16 8:22,1.6039963
6/15/16 8:27,1.6039963
6/15/16 8:32,1.7030029
6/15/16 8:37,1.7030029
6/15/16 8:41,1.6039963
6/15/16 8:46,1.7030029
6/15/16 8:51,1.6039963
6/15/16 8:56,1.7030029
6/15/16 9:01,1.6039963
6/15/16 9:06,1.6039963
6/15/16 9:10,1.7030029
6/15/16 9:15,1.6039963
6/15/16 9:20,1.6039963
6/15/16 9:25,1.6039963
6/15/16 9:30,1.802002
6/15/16 9:35,1.7030029
6/15/16 9:40,1.6039963
6/15/16 9:44,1.6039963
6/15/16 9:49,1.5049973
6/15/16 9:54,1.6039963
6/15/16 9:59,1.6039963
6/15/16 10:04,1.7030029
6/15/16 10:09,1.7030029
6/15/16 10:14,1.7030029
6/15/16 10:18,1.6039963
6/15/16 10:23,1.5049973
6/15/16 10:28,1.6039963
6/15/16 10:33,1.7030029
6/15/16 10:38,1.6039963
6/15/16 10:43,1.6039963
6/15/16 10:48,1.5049973
6/15/16 10:52,1.5049973
6/15/16 10:57,1.6039963
6/15/16 11:02,1.7030029
6/15/16 11:07,1.7030029
6/15/16 11:12,1.7030029
6/15/16 11:17,1.7030029
6/15/16 11:22,1.7030029
6/15/16 11:26,1.7030029
6/15/16 11:31,1.7030029
6/15/16 11:36,1.6039963
6/15/16 11:41,1.6039963
6/15/16 11:46,1.6039963
6/15/16 11:51,1.7030029
6/15/16 11:56,1.6039963
6/15/16 12:00,1.7030029
6/15/16 12:05,1.7030029
6/15/16 12:10,1.6039963
6/15/16 12:15,1.6039963
6/15/16 12:20,1.5049973
6/15/16 12:25,1.5049973
6/15/16 12:29,1.6039963
6/15/16 12:34,1.6039963
6/15/16 12:39,1.6039963
6/15/16 12:44,1.7030029
6/15/16 12:49,1.7030029
6/15/16 12:54,1.5049973
6/15/16 12:59,1.6039963
6/15/16 13:03,1.6039963
6/15/16 13:08,1.7030029
6/15/16 13:13,1.7030029
6/15/16 13:18,1.7030029
6/15/16 13:23,1.6039963
6/15/16 13:28,1.802002
6/15/16 13:33,1.5049973
6/15/16 13:37,1.6039963
6/15/16 13:42,1.6039963
6/15/16 13:47,1.5049973
6/15/16 13:52,1.6039963
6/15/16 13:57,1.6039963
6/15/16 14:02,1.6039963
6/15/16 14:07,1.6039963
6/15/16 14:11,1.6039963
6/15/16 14:16,1.6039963
6/15/16 14:21,1.7030029
6/15/16 14:26,1.6039963
6/15/16 14:31,1.6039963
6/15/16 14:36,1.6039963
6/15/16 14:41,1.5049973
6/15/16 14:45,1.6039963
6/15/16 14:50,1.7030029
6/15/16 14:55,1.6039963
6/15/16 15:00,1.6039963
6/15/16 15:05,1.7030029
6/15/16 15:10,1.6039963
6/15/16 15:14,1.802002
6/15/16 15:19,1.802002
6/15/16 15:24,1.7030029
6/15/16 15:29,1.802002
6/15/16 15:34,1.802002
6/15/16 15:39,1.802002
6/15/16 15:44,1.802002
6/15/16 15:48,1.802002
6/15/16 15:53,1.901001
6/15/16 15:58,1.802002
6/15/16 16:03,1.802002
6/15/16 16:08,1.802002
6/15/16 16:13,1.802002
6/15/16 16:18,1.901001
6/15/16 16:22,2
6/15/16 16:27,1.802002
6/15/16 16:32,1.901001
6/15/16 16:37,1.901001
6/15/16 16:42,1.901001
6/15/16 16:47,1.901001
6/15/16 16:52,1.901001
6/15/16 16:56,1.802002
6/15/16 17:01,1.802002
6/15/16 17:06,2
6/15/16 17:11,1.901001
6/15/16 17:16,1.901001
6/15/16 17:21,1.802002
6/15/16 17:26,2
6/15/16 17:30,1.802002
6/15/16 17:35,1.802002
6/15/16 17:40,1.802002
6/15/16 17:45,1.901001
6/15/16 17:50,1.802002
6/15/16 17:55,1.901001
6/15/16 17:59,1.7030029
6/15/16 18:04,1.802002
6/15/16 18:09,1.7030029
6/15/16 18:14,1.802002
6/15/16 18:19,1.802002
6/15/16 18:24,1.7030029
6/15/16 18:29,1.7030029
6/15/16 18:33,1.901001
6/15/16 18:38,1.7030029
6/15/16 18:43,1.802002
6/15/16 18:48,1.7030029
6/15/16 18:53,1.802002
6/15/16 18:58,1.802002
6/15/16 19:03,1.802002
6/15/16 19:07,1.7030029
6/15/16 19:12,1.6039963
6/15/16 19:17,1.7030029
6/15/16 19:22,1.802002
6/15/16 19:27,1.7030029
6/15/16 19:32,1.7030029
6/15/16 19:37,1.6039963
6/15/16 19:41,1.7030029
6/15/16 19:46,1.6039963
6/15/16 19:51,1.6039963
6/15/16 19:56,1.7030029
6/15/16 20:01,1.7030029
6/15/16 20:06,1.6039963
6/15/16 20:11,1.7030029
6/15/16 20:15,1.7030029
6/15/16 20:20,1.7030029
6/15/16 20:25,1.6039963
6/15/16 20:30,1.6039963
6/15/16 20:35,1.901001
6/15/16 20:40,1.802002
6/15/16 20:45,1.901001
6/15/16 20:49,1.802002
6/15/16 20:54,1.802002
6/15/16 20:59,1.901001
6/15/16 21:04,2.197998
6/15/16 21:09,2.296997
6/15/16 21:14,2.197998
6/15/16 21:18,2.098999
6/15/16 21:23,2.197998
6/15/16 21:28,1.802002
6/15/16 21:33,1.802002
6/15/16 21:38,2.197998
6/15/16 21:43,2.197998
6/15/16 21:48,1.802002
6/15/16 21:52,2.4950027
6/15/16 21:57,1.7030029
6/15/16 22:02,1.901001
6/15/16 22:07,1.802002
6/15/16 22:12,1.802002
6/15/16 22:17,1.7030029
6/15/16 22:22,1.7030029
6/15/16 22:26,1.6039963
6/15/16 22:31,1.7030029
6/15/16 22:36,1.7030029
6/15/16 22:41,1.802002
6/15/16 22:46,1.7030029
6/15/16 22:51,1.802002
6/15/16 22:56,1.7030029
6/15/16 23:00,1.7030029
6/15/16 23:05,1.802002
6/15/16 23:10,1.802002
6/15/16 23:15,1.6039963
6/15/16 23:20,1.802002
6/15/16 23:25,1.7030029
6/15/16 23:30,1.802002
6/15/16 23:34,1.7030029
6/15/16 23:39,1.7030029
6/15/16 23:44,1.7030029
6/15/16 23:49,1.7030029
6/15/16 23:54,1.802002
6/15/16 23:59,1.7030029
6/16/16 0:03,1.6039963
6/16/16 0:08,1.7030029
6/16/16 0:13,1.7030029
6/16/16 0:18,1.802002
6/16/16 0:23,1.802002
6/16/16 0:28,1.7030029
6/16/16 0:33,1.7030029
6/16/16 0:37,1.802002
6/16/16 0:42,1.802002
6/16/16 0:47,1.802002
6/16/16 0:52,1.7030029
6/16/16 0:57,1.802002
6/16/16 1:02,1.901001
6/16/16 1:07,1.802002
6/16/16 1:11,1.802002
6/16/16 1:16,1.901001
6/16/16 1:21,1.7030029
6/16/16 1:26,1.901001
6/16/16 1:31,2
6/16/16 1:36,1.7030029
6/16/16 1:41,2
6/16/16 1:45,1.7030029
6/16/16 1:50,1.802002
6/16/16 1:55,1.802002
6/16/16 2:00,1.901001
6/16/16 2:05,1.7030029
6/16/16 2:10,1.901001
6/16/16 2:15,2
6/16/16 2:19,1.901001
6/16/16 2:24,1.802002
6/16/16 2:29,1.901001
6/16/16 2:34,1.802002
6/16/16 2:39,1.901001
6/16/16 2:44,1.802002
6/16/16 2:48,1.802002
6/16/16 2:53,1.7030029
6/16/16 2:58,1.802002
6/16/16 3:03,1.901001
6/16/16 3:08,1.802002
6/16/16 3:13,1.6039963
6/16/16 3:18,1.7030029
6/16/16 3:22,1.7030029
6/16/16 3:27,1.7030029
6/16/16 3:32,1.802002
6/16/16 3:37,1.802002
6/16/16 3:42,1.802002
6/16/16 3:47,1.7030029
6/16/16 3:52,1.7030029
6/16/16 3:56,1.7030029
6/16/16 4:01,1.7030029
6/16/16 4:06,1.7030029
6/16/16 4:11,1.802002
6/16/16 4:16,1.802002
6/16/16 4:21,1.7030029
6/16/16 4:26,1.7030029
6/16/16 4:30,1.7030029
6/16/16 4:35,1.802002
6/16/16 4:40,1.901001
6/16/16 4:45,1.802002
6/16/16 4:50,2.197998
6/16/16 4:55,2.098999
6/16/16 5:00,2.098999
6/16/16 5:04,2
6/16/16 5:09,1.901001
6/16/16 5:14,2
6/16/16 5:19,2.197998
6/16/16 5:24,2.296997
6/16/16 5:29,2.4950027
6/16/16 5:33,2.395996
6/16/16 5:38,2.5940018
6/16/16 5:43,2.4950027
6/16/16 5:48,2.296997
6/16/16 5:53,2.197998
6/16/16 5:58,2.197998
6/16/16 6:03,2.296997
6/16/16 6:07,2.197998
6/16/16 6:12,2.197998
6/16/16 6:17,2.098999
6/16/16 6:22,2
6/16/16 6:27,2.098999
6/16/16 6:32,2
6/16/16 6:37,2.197998
6/16/16 6:41,2.4950027
6/16/16 6:46,2.296997
6/16/16 6:51,2.296997
6/16/16 6:56,2.395996
6/16/16 7:01,2.4950027
6/16/16 7:06,2.296997
6/16/16 7:11,2.395996
6/16/16 7:15,2.395996
6/16/16 7:20,2.098999
6/16/16 7:25,2.296997
6/16/16 7:30,2
6/16/16 7:35,2.098999
6/16/16 7:40,2
6/16/16 7:45,1.901001
6/16/16 7:49,1.901001
6/16/16 7:54,2
6/16/16 7:59,2
6/16/16 8:04,1.901001
6/16/16 8:09,2
6/16/16 8:14,2
6/16/16 8:18,1.901001
6/16/16 8:23,1.901001
6/16/16 8:28,2
6/16/16 8:33,2
6/16/16 8:38,1.901001
6/16/16 8:43,2
6/16/16 8:48,1.901001
6/16/16 8:52,1.901001
6/16/16 8:57,1.802002
6/16/16 9:02,2
6/16/16 9:07,1.802002
6/16/16 9:12,1.802002
6/16/16 9:17,1.901001
6/16/16 9:22,1.802002
6/16/16 9:26,1.802002
6/16/16 9:31,1.802002
6/16/16 9:36,1.802002
6/16/16 9:41,1.802002
6/16/16 9:46,1.802002
6/16/16 9:51,1.802002
6/16/16 9:56,1.901001
6/16/16 10:00,1.802002
6/16/16 10:05,1.802002
6/16/16 10:10,1.802002
6/16/16 10:15,1.901001
6/16/16 10:20,1.901001
6/16/16 10:25,1.7030029
6/16/16 10:30,1.7030029
6/16/16 10:34,1.7030029
6/16/16 10:39,1.7030029
6/16/16 10:44,1.6039963
6/16/16 10:49,1.7030029
6/16/16 10:54,1.7030029
6/16/16 10:59,1.6039963
6/16/16 11:03,1.5049973
6/16/16 11:08,1.5049973
6/16/16 11:13,1.5049973
6/16/16 11:18,1.6039963
6/16/16 11:23,1.5049973
6/16/16 11:28,1.5049973
6/16/16 11:33,1.5049973
6/16/16 11:37,1.6039963
6/16/16 11:42,1.5049973
6/16/16 11:47,1.5049973
6/16/16 11:52,1.5049973
6/16/16 11:57,1.5049973
6/16/16 12:02,1.5049973
6/16/16 12:07,1.5049973
6/16/16 12:11,1.6039963
6/16/16 12:16,1.5049973
6/16/16 12:21,1.5049973
6/16/16 12:26,1.6039963
6/16/16 12:31,1.6039963
6/16/16 12:36,1.5049973
6/16/16 12:41,2.296997
6/16/16 12:45,3.088997
6/16/16 12:50,2.8909988
6/16/16 12:55,2.4950027
6/16/16 13:00,2.098999
6/16/16 13:05,1.901001
6/16/16 13:10,1.802002
6/16/16 13:15,1.802002
6/16/16 13:19,1.802002
6/16/16 13:24,1.802002
6/16/16 13:29,1.901001
6/16/16 13:34,2
6/16/16 13:39,2
6/16/16 13:44,2.098999
6/16/16 13:48,2.197998
6/16/16 13:53,2.197998
6/16/16 13:58,2.296997
6/16/16 14:03,2.197998
6/16/16 14:08,2.395996
6/16/16 14:13,2.197998
6/16/16 14:18,2.197998
6/16/16 14:22,2.296997
6/16/16 14:27,2.098999
6/16/16 14:32,2.296997
6/16/16 14:37,2.098999
6/16/16 14:42,2.098999
6/16/16 14:47,1.901001
6/16/16 14:52,2
6/16/16 14:56,2
6/16/16 15:01,2
6/16/16 15:06,2
6/16/16 15:11,2.098999
6/16/16 15:16,2
6/16/16 15:21,2
6/16/16 15:26,2.098999
6/16/16 15:30,2.098999
6/16/16 15:35,2.098999
6/16/16 15:40,1.901001
6/16/16 15:45,2
6/16/16 15:50,2
6/16/16 15:55,2
6/16/16 16:00,2
6/16/16 16:04,2
6/16/16 16:09,1.901001
6/16/16 16:14,2
6/16/16 16:19,1.901001
6/16/16 16:24,2
6/16/16 16:29,2
6/16/16 16:33,1.901001
6/16/16 16:38,1.901001
6/16/16 16:43,1.901001
6/16/16 16:48,1.901001
6/16/16 16:53,1.802002
6/16/16 16:58,1.802002
6/16/16 17:03,1.802002
6/16/16 17:07,1.802002
6/16/16 17:12,1.802002
6/16/16 17:17,1.7030029
6/16/16 17:22,1.802002
6/16/16 17:27,1.901001
6/16/16 17:32,1.7030029
6/16/16 17:37,1.802002
6/16/16 17:41,1.802002
6/16/16 17:46,1.802002
6/16/16 17:51,1.802002
6/16/16 17:56,1.802002
6/16/16 18:01,1.802002
6/16/16 18:06,2.296997
6/16/16 18:11,2
6/16/16 18:15,1.901001
6/16/16 18:20,1.802002
6/16/16 18:25,1.901001
6/16/16 18:30,1.802002
6/16/16 18:35,1.802002
6/16/16 18:40,1.901001
6/16/16 18:45,1.901001
6/16/16 18:49,2
6/16/16 18:54,2
6/16/16 18:59,1.901001
6/16/16 19:04,2.098999
6/16/16 19:09,2.296997
6/16/16 19:14,2.296997
6/16/16 19:19,2.296997
6/16/16 19:23,2.296997
6/16/16 19:28,2.395996
6/16/16 19:33,2.296997
6/16/16 19:38,2.296997
6/16/16 19:43,2.296997
6/16/16 19:48,2.296997
6/16/16 19:52,2.296997
6/16/16 19:57,2.296997
6/16/16 20:02,2.296997
6/16/16 20:07,2.296997
6/16/16 20:12,2.197998
6/16/16 20:17,2.395996
6/16/16 20:22,2.197998
6/16/16 20:26,2.197998
6/16/16 20:31,2.296997
6/16/16 20:36,2.197998
6/16/16 20:41,2.197998
6/16/16 20:46,2.197998
6/16/16 20:51,2.395996
6/16/16 20:56,2.395996
6/16/16 21:00,2
6/16/16 21:05,2
6/16/16 21:10,2
6/16/16 21:15,2.197998
6/16/16 21:20,2
6/16/16 21:25,2.197998
6/16/16 21:30,2.098999
6/16/16 21:34,2.098999
6/16/16 21:39,2.296997
6/16/16 21:44,2.098999
6/16/16 21:49,2.197998
6/16/16 21:54,2.098999
6/16/16 21:59,2
6/16/16 22:04,2.098999
6/16/16 22:08,2
6/16/16 22:13,2
6/16/16 22:18,2
6/16/16 22:23,2
6/16/16 22:28,2.098999
6/16/16 22:33,2.098999
6/16/16 22:37,1.802002
6/16/16 22:42,1.802002
6/16/16 22:47,2
6/16/16 22:52,1.901001
6/16/16 22:57,1.901001
6/16/16 23:02,1.802002
6/16/16 23:07,1.802002
6/16/16 23:11,1.901001
6/16/16 23:16,1.901001
6/16/16 23:21,1.901001
6/16/16 23:26,1.901001
6/16/16 23:31,1.901001
6/16/16 23:36,2
6/16/16 23:41,2.098999
6/16/16 23:45,1.901001
6/16/16 23:50,2
6/16/16 23:55,2
6/17/16 0:00,2
6/17/16 0:05,2
6/17/16 0:10,2.098999
6/17/16 0:15,2.098999
6/17/16 0:19,1.901001
6/17/16 0:24,1.901001
6/17/16 0:29,2
6/17/16 0:34,2.098999
6/17/16 0:39,2.098999
6/17/16 0:44,1.901001
6/17/16 0:49,2
6/17/16 0:53,1.901001
6/17/16 0:58,2
6/17/16 1:03,2
6/17/16 1:08,1.901001
6/17/16 1:13,2
6/17/16 1:18,2
6/17/16 1:22,2
6/17/16 1:27,1.901001
6/17/16 1:32,2
6/17/16 1:37,1.802002
6/17/16 1:42,2.098999
6/17/16 1:47,1.901001
6/17/16 1:52,1.901001
6/17/16 1:56,1.901001
6/17/16 2:01,2
6/17/16 2:06,1.901001
6/17/16 2:11,2.098999
6/17/16 2:16,1.901001
6/17/16 2:21,1.901001
6/17/16 2:26,1.901001
6/17/16 2:30,1.901001
6/17/16 2:35,1.802002
6/17/16 2:40,1.901001
6/17/16 2:45,1.901001
6/17/16 2:50,1.901001
6/17/16 2:55,2
6/17/16 3:00,1.802002
6/17/16 3:04,1.802002
6/17/16 3:09,1.802002
6/17/16 3:14,1.901001
6/17/16 3:19,1.901001
6/17/16 3:24,1.901001
6/17/16 3:29,1.802002
6/17/16 3:34,1.802002
6/17/16 3:38,1.802002
6/17/16 3:43,1.802002
6/17/16 3:48,1.802002
6/17/16 3:53,1.802002
6/17/16 3:58,1.802002
6/17/16 4:03,1.7030029
6/17/16 4:07,1.7030029
6/17/16 4:12,1.802002
6/17/16 4:17,1.802002
6/17/16 4:22,1.6039963
6/17/16 4:27,1.7030029
6/17/16 4:32,1.802002
6/17/16 4:37,1.802002
6/17/16 4:41,1.802002
6/17/16 4:46,1.901001
6/17/16 4:51,1.802002
6/17/16 4:56,1.7030029
6/17/16 5:01,1.7030029
6/17/16 5:06,1.802002
6/17/16 5:11,1.802002
6/17/16 5:15,2
6/17/16 5:20,2
6/17/16 5:25,2.098999
6/17/16 5:30,2.296997
6/17/16 5:35,2.4950027
6/17/16 5:40,2.5940018
6/17/16 5:45,2.4950027
6/17/16 5:49,2.395996
6/17/16 5:54,2.197998
6/17/16 5:59,2.296997
6/17/16 6:04,2.296997
6/17/16 6:09,2.197998
6/17/16 6:14,2.098999
6/17/16 6:19,2.098999
6/17/16 6:23,2
6/17/16 6:28,2.197998
6/17/16 6:33,2.197998
6/17/16 6:38,2.197998
6/17/16 6:43,2.6930008
6/17/16 6:48,2.4950027
6/17/16 6:53,2.197998
6/17/16 6:57,2.296997
6/17/16 7:02,2.197998
6/17/16 7:07,2.098999
6/17/16 7:12,2
6/17/16 7:17,2
6/17/16 7:22,2
6/17/16 7:26,2
6/17/16 7:31,2
6/17/16 7:36,2.098999
6/17/16 7:41,1.901001
6/17/16 7:46,1.901001
6/17/16 7:51,1.7030029
6/17/16 7:56,1.802002
6/17/16 8:00,1.7030029
6/17/16 8:05,1.802002
6/17/16 8:10,1.802002
6/17/16 8:15,1.802002
6/17/16 8:20,1.7030029
6/17/16 8:25,1.7030029
6/17/16 8:30,1.7030029
6/17/16 8:34,1.802002
6/17/16 8:39,1.6039963
6/17/16 8:44,1.802002
6/17/16 8:49,1.802002
6/17/16 8:54,1.7030029
6/17/16 8:59,1.6039963
6/17/16 9:04,1.6039963
6/17/16 9:08,1.6039963
6/17/16 9:13,1.6039963
6/17/16 9:18,1.6039963
6/17/16 9:23,1.6039963
6/17/16 9:28,1.6039963
6/17/16 9:33,1.6039963
6/17/16 9:38,1.6039963
6/17/16 9:42,1.6039963
6/17/16 9:47,1.5049973
6/17/16 9:52,1.7030029
6/17/16 9:57,1.6039963
6/17/16 10:02,1.6039963
6/17/16 10:07,1.6039963
6/17/16 10:11,1.7030029
6/17/16 10:16,1.6039963
6/17/16 10:21,1.6039963
6/17/16 10:26,1.7030029
6/17/16 10:31,1.5049973
6/17/16 10:36,1.6039963
6/17/16 10:41,1.6039963
6/17/16 10:45,1.6039963
6/17/16 10:50,1.6039963
6/17/16 10:55,1.7030029
6/17/16 11:00,1.7030029
6/17/16 11:05,1.6039963
6/17/16 11:10,1.6039963
6/17/16 11:15,1.7030029
6/17/16 11:19,1.6039963
6/17/16 11:24,1.6039963
6/17/16 11:29,1.6039963
6/17/16 11:34,1.7030029
6/17/16 11:39,1.6039963
6/17/16 11:44,1.901001
6/17/16 11:49,1.7030029
6/17/16 11:53,1.7030029
6/17/16 11:58,1.7030029
6/17/16 12:03,1.802002
6/17/16 12:08,2
6/17/16 12:13,1.901001
6/17/16 12:18,1.901001
6/17/16 12:22,1.901001
6/17/16 12:27,1.7030029
6/17/16 12:32,1.802002
6/17/16 12:37,1.901001
6/17/16 12:42,1.901001
6/17/16 12:47,1.802002
6/17/16 12:52,1.802002
6/17/16 12:56,1.802002
6/17/16 13:01,2
6/17/16 13:06,2
6/17/16 13:11,1.901001
6/17/16 13:16,1.802002
6/17/16 13:21,1.802002
6/17/16 13:26,1.901001
6/17/16 13:30,2
6/17/16 13:35,1.802002
6/17/16 13:40,1.901001
6/17/16 13:45,1.802002
6/17/16 13:50,1.802002
6/17/16 13:55,1.901001
6/17/16 14:00,1.802002
6/17/16 14:04,2
6/17/16 14:09,2.098999
6/17/16 14:14,1.802002
6/17/16 14:19,2.098999
6/17/16 14:24,2.296997
6/17/16 14:29,2.4950027
6/17/16 14:34,2.4950027
6/17/16 14:38,2.4950027
6/17/16 14:43,2.6930008
6/17/16 14:48,2.5940018
6/17/16 14:53,2.5940018
6/17/16 14:58,2.5940018
6/17/16 15:03,2.5940018
6/17/16 15:07,2.395996
6/17/16 15:12,2.395996
6/17/16 15:17,2.5940018
6/17/16 15:22,2.4950027
6/17/16 15:27,2.296997
6/17/16 15:32,2.197998
6/17/16 15:37,2.296997
6/17/16 15:41,2.296997
6/17/16 15:46,2.296997
6/17/16 15:51,2.395996
6/17/16 15:56,2.197998
6/17/16 16:01,2.197998
6/17/16 16:06,2.197998
6/17/16 16:11,2.197998
6/17/16 16:15,2.098999
6/17/16 16:20,2.098999
6/17/16 16:25,1.901001
6/17/16 16:30,2.098999
6/17/16 16:35,2
6/17/16 16:40,2
6/17/16 16:45,2
6/17/16 16:49,2
6/17/16 16:54,2.296997
6/17/16 16:59,2.296997
6/17/16 17:04,2.296997
6/17/16 17:09,2.4950027
6/17/16 17:14,2.395996
6/17/16 17:19,2.5940018
6/17/16 17:23,2.6930008
6/17/16 17:28,2.8909988
6/17/16 17:33,2.7919998
6/17/16 17:38,2.7919998
6/17/16 17:43,2.7919998
6/17/16 17:48,2.8909988
6/17/16 17:52,2.6930008
6/17/16 17:57,2.7919998
6/17/16 18:02,2.6930008
6/17/16 18:07,2.8909988
6/17/16 18:12,2.9899979
6/17/16 18:17,2.7919998
6/17/16 18:22,2.9899979
6/17/16 18:26,2.9899979
6/17/16 18:31,3.088997
6/17/16 18:36,3.187996
6/17/16 18:41,3.187996
6/17/16 18:46,3.7819977
6/17/16 18:51,28.531998
6/17/16 18:56,33.283997
6/17/16 19:00,34.966995
6/17/16 19:05,28.829002
6/17/16 19:10,26.155998
6/17/16 19:15,23.086998
6/17/16 19:20,21.899002
6/17/16 19:25,19.622002
6/17/16 19:30,18.236
6/17/16 19:34,17.147003
6/17/16 19:39,15.662003
6/17/16 19:44,14.870003
6/17/16 19:49,14.870003
6/17/16 19:54,14.078003
6/17/16 19:59,15.761002
6/17/16 20:04,21.601997
6/17/16 20:08,21.404
6/17/16 20:13,20.315002
6/17/16 20:18,18.830002
6/17/16 20:23,17.939003
6/17/16 20:28,16.454002
6/17/16 20:33,15.662003
6/17/16 20:37,15.364998
6/17/16 20:42,14.375
6/17/16 20:47,13.583
6/17/16 20:52,12.889999
6/17/16 20:57,12.098
6/17/16 21:02,11.900002
6/17/16 21:07,11.404999
6/17/16 21:11,10.612999
6/17/16 21:16,10.316002
6/17/16 21:21,9.919998
6/17/16 21:26,9.325996
6/17/16 21:31,9.028999
6/17/16 21:36,8.831001
6/17/16 21:41,8.533997
6/17/16 21:45,8.039001
6/17/16 21:50,7.6429977
6/17/16 21:55,7.4449997
6/17/16 22:00,7.1480026
6/17/16 22:05,6.554001
6/17/16 22:10,6.058998
6/17/16 22:15,5.861
6/17/16 22:19,5.564003
6/17/16 22:24,5.564003
6/17/16 22:29,5.1679993
6/17/16 22:34,4.871002
6/17/16 22:39,4.772003
6/17/16 22:44,4.3759995
6/17/16 22:49,4.2770004
6/17/16 22:53,4.0790024
6/17/16 22:58,3.9799957
6/17/16 23:03,3.8809967
6/17/16 23:08,3.6829987
6/17/16 23:13,3.5839996
6/17/16 23:18,3.3860016
6/17/16 23:22,3.4850006
6/17/16 23:27,3.2870026
6/17/16 23:32,3.088997
6/17/16 23:37,2.9899979
6/17/16 23:42,2.8909988
6/17/16 23:47,2.7919998
6/17/16 23:52,2.8909988
6/17/16 23:56,2.7919998
6/18/16 0:01,2.6930008
6/18/16 0:06,2.5940018
6/18/16 0:11,2.4950027
6/18/16 0:16,2.395996
6/18/16 0:21,2.395996
6/18/16 0:26,2.197998
6/18/16 0:30,2.395996
6/18/16 0:35,2.296997
6/18/16 0:40,2.197998
6/18/16 0:45,2.296997
6/18/16 0:50,2.098999
6/18/16 0:55,2.296997
6/18/16 1:00,2.197998
6/18/16 1:04,2.197998
6/18/16 1:09,2.197998
6/18/16 1:14,2.098999
6/18/16 1:19,2.197998
6/18/16 1:24,2.098999
6/18/16 1:29,2.098999
6/18/16 1:33,2
6/18/16 1:38,2
6/18/16 1:43,2.098999
6/18/16 1:48,2
6/18/16 1:53,2
6/18/16 1:58,1.901001
6/18/16 2:03,2
6/18/16 2:07,1.901001
6/18/16 2:12,1.901001
6/18/16 2:17,1.901001
6/18/16 2:22,1.901001
6/18/16 2:27,1.901001
6/18/16 2:32,1.901001
6/18/16 2:37,1.901001
6/18/16 2:41,2
6/18/16 2:46,1.901001
6/18/16 2:51,2
6/18/16 2:56,1.901001
6/18/16 3:01,1.901001
6/18/16 3:06,1.802002
6/18/16 3:11,1.901001
6/18/16 3:15,1.802002
6/18/16 3:20,1.802002
6/18/16 3:25,1.6039963
6/18/16 3:30,1.7030029
6/18/16 3:35,1.802002
6/18/16 3:40,1.901001
6/18/16 3:45,1.7030029
6/18/16 3:49,1.802002
6/18/16 3:54,1.7030029
6/18/16 3:59,1.802002
6/18/16 4:04,1.7030029
6/18/16 4:09,1.7030029
6/18/16 4:14,1.7030029
6/18/16 4:18,1.6039963
6/18/16 4:23,1.7030029
6/18/16 4:28,1.6039963
6/18/16 4:33,1.6039963
6/18/16 4:38,1.802002
6/18/16 4:43,1.7030029
6/18/16 4:48,1.7030029
6/18/16 4:52,1.7030029
6/18/16 4:57,1.7030029
6/18/16 5:02,1.7030029
6/18/16 5:07,1.6039963
6/18/16 5:12,1.6039963
6/18/16 5:17,1.7030029
6/18/16 5:22,1.7030029
6/18/16 5:26,1.6039963
6/18/16 5:31,1.802002
6/18/16 5:36,1.7030029
6/18/16 5:41,1.6039963
6/18/16 5:46,1.6039963
6/18/16 5:51,1.6039963
6/18/16 5:56,1.6039963
6/18/16 6:00,1.7030029
6/18/16 6:05,1.7030029
6/18/16 6:10,1.6039963
6/18/16 6:15,1.6039963
6/18/16 6:20,1.7030029
6/18/16 6:25,1.7030029
6/18/16 6:29,1.7030029
6/18/16 6:34,1.901001
6/18/16 6:39,1.802002
6/18/16 6:44,1.7030029
6/18/16 6:49,1.901001
6/18/16 6:54,1.6039963
6/18/16 6:59,1.901001
6/18/16 7:03,2
